Source,Reused-Text,Final-annnotation
"What is the price and feature difference between UberGo, UberX and UberBlack in India?","????? ??? UberGo? UberX ??? UberBlack ?? ??? ??? ??????? ??? ??? ??? ???",M
Which is the best version of Linux?,????? ?? ??? ?? ???? ??????? ?? ???? ?? ????? ?????? ???,M
Which pizzas are the most popularly ordered pizzas on Domino's menu?,??????? ?? ???? ??? ?? ?? ????? ???? ???? ???? ???? ??? ?? ????,M
How much taxes do we pay?,??? ???? ???? ?? ?????? ?????? ??? ???? ??? ???? ???? ???,M
What are some cool things in C++?,C++ ??? ??? ?? ????? ????? ???? ??? ???????? ?? ???? ????,M
What happens if you get pulled over with expired registration in California?,?????????? ??? ???? ?? ???????? ??? ???? ?? ???? ???? ?? ??? ??? ???,M
"If I wanted to transfer over $1 million abroad (say, to purchase property), how much of a delay can I expect.?",??? ??? ???? ???? ????? ??? ????? ????? ?? ?????? ??? ???? ??? ?? ???? ???,M
How does one deal with break up?,???? ?? ????? ?? ??? ?????? ????? ???? ?????? ???? ?????,M
How many miles can a 1998 Toyota Corolla last?,1998 ?? ?????? ????? ??? ??? ?? ???? ??? ?? ?? ???? ???,M
"What does the Tagalog word ""salamat"" mean in English?",??????? ???? ?? ??? ì?????î ?? ??????? ????? ??? ???,M
Does resetting Windows 10 help in giving better performance?,??? ????? 10 ?? ??? ???? ?? ????? ??? ???? ????? ??? ???,M
"What is meant by ""the language of a story""?","""????? ?? ????"" ?? ???? ???? ?? ??? ???? ???? ???",M
"How safe is Papua New Guinea, and how does its crime rate compare to Australia's?",????? ??? ??? ??? ????? ?? ??? ???????? ?? ?????? ??? ???? ???,M
What is most important in life - money or values?,????? ??? ???? ????? ??? ?? ?? ?????,M
How many devices is Netflix available on?,??? ???? ???? ????? ?? ???? ?? ????? ?? ???? ???,M
What are the job prospects after completing masterís in engineering management from University of Southern California?,????????? ?? ???? ?????????? ?? ????????? ??????? ???? ?? ??? ?????? ?? ????? ???? ????,M
"Desserts: What's the best frutti di bosco recipe, and why?",????? ?? ????? ?? ?? ?? ??????? ????? ??? ?? ???,M
Cochin to London Etihad ó is the change over time of 1hr sufficient in Dubai?,????? ?? ???? ???? ???? ???? ??? ??? ????? ?? ?????? ??? ???? ???,M
Why have I been so angry lately?,??? ?? ??? ??? ????? ??? ?? ????? ?????? ??? ?? ???? ????,M
Why does boy/girl attracted by their opposite gender during teen age?,?????? ??? ????? ??? ?? ??? ??? ???? ??? ???? ???? ???,M
"Can someone access your WhatsApp messages on your old phone, even if they have a different number? Can they also see current WhatsApp messages being received or sent?",??? ????? ??? ?? ???? ??? ???? ?? ????? ???? ?? ??? ???? ??? ??? ???,M
What should I do when I don't feel like doing anything?,?? ??? ???? ?? ?? ?? ???? ?? ??? ?? ????? ????? ?? ????? ??? ?? ???? ???,M
What's the difference between big data and cloud computing?,?? ???? ??? ????? ???????? ?? ?????? ?????? ??? ??? ???,M
"What are some stories of droppers who cracked IIT, but had not even cleared the cutoff in their first attempt?","?? ???? ????? ?? ????? ???? ??? IIT ??? ??? ?? ?? ??????? ?? ??? ??? ???? ???",M
What is meant by 'Market Friction'?,?????? ?????? ?? ????? ??? ??? ???? ?? ???? ???,M
How has Quora improved your life?,????? ?? ??????? ?? ?? ?? ??? ?? ????? ??? ??? ?????? ????,M
Why are there so many more terrorist attacks in France than anywhere else in Europe?,???? ??? ???? ???? ?? ????? ?????? ????? ??? ?? ???? ???? ????,M
What is Queen Elizabeth II's preferred brand of tea?,???? ?????? ??? ?? ??? ?? ???? ?? ????? ???? ????,M
Which are the best Android games?,?? ??? ?? ?? ????? ????? ????????? ???? ??? ?? ????,M
How much is 30 kV in HP?,30 ??? ???? ?? ???? ???? ??? ???? ????? ??? ???? ???,M
My pen drive does not show up on my Mac. Is it corrupt? How can I solve this and get my data back?,??? ??? ??? ?? ??? ?? ??? ???? ? ??? ?? ??? ?? ???? ????? ?? ????? ???,M
What are the different cloud-based computational genomics startups?,?????????? ??????? ??? ????? ?? ???? ?????? ??? ??? ?? ????,M
"Why are black women not regarded as attractive as Asian or Latin women, even though they are more represented in the media?",????? ??? ????? ???????? ?? ?????? ???? ??? ?????? ?? ?? ????? ???? ????? ???? ???,M
What are all the best books to gift for newly married couples?,??? ???? ??? ????? ?? ??? ???? ??? ???? ?? ??? ?????? ?????? ??? ?? ????,M
"What is the song with the woman in a mermaid suit with a fish head and a man dances with her in scuba gear, itís a relatively new dance song?",?? ??? ?? ??? ???? ???? ?? ?? ??? ??? ???? ????? ???? ??? ?????? ??? ???,M
"What are the big, mega dance clubs in Greece?",????? ?? ?? ?? ????? ???? ???? ??? ?? ????,M
How do I learn Blender 3D fast?,?????? 3D ??? ?????? ?? ??? ??? ?? ???? ????? ?????? ??? ?? ???? ???,M
What are the simple ANDROID applications to develop for beginners?,??????? ????????? ?? ??? ???? ????????? ??? ??????? ??? ?? ????,M
What are some cool things in C++?,C++ ??? ??? ?? ????? ????? ???? ??? ???????? ?? ???? ????,M
Lose body fat?,??? ?????? ???? ?? ???? ?? ??? ????? ????? ????? ???? ?? ?? ?????,M
"How can I play safe in capital market with initial investment of Rupees 30,000 ? In which stocks should I invest?","30,000 ???? ?? ??? ?? ????? ?? ??? ??? ?? ?????? ???? ????? ???? ?????? ?? ?????",M
"What is it like teaching at universities in Abu Dhabi for Expats (Masdar, Khalifa, Petroleum inst)?",?????? ?? ??????????? ??? ??? ???? ?????? ?? ??? ??? ?? ????? ???? ???? ????,M
What are some things new employees should know going into their first day at Team?,??? ????? ?? ???? ?? ??? ??? ???? ???? ??? ?? ?????? ????? ?? ????? ????? ??????,M
What is the square root of 37?,37 ?? ???? ???? ?? ???? ???? ??????? ??? ??? ???? ???,M
Is it okay to run in the morning and then go to the gym in the evening?,??? ??? ?? ?? ??? ??? ??? ??? ?? ?? ???? ??? ?? ????? ???? ??? ???? ???,M
What it is like to be cheated upon in a relationship?,???? ??? ????? ???? ?? ??? ?????? ??????? ???? ???? ???? ???,M
How do I get a Fake ID in India?,??? ???? ?????? ???? ???? ??????? ??? ???? ????? ?????,M
How many moves in advance can you see in a chess game?,????? ??? ???? ?????? ???? ????? ??? ?? ?????? ??? ???? ???,M
Does WhatsApp allow conference calls?,???? ??? ?? ???? ????/????? ??? ?? ????? ?? ????? ?? ??? ???,M
Ever since the 9/11 attacks what special/unusual measures has the US taken to combat terrorism through air?,9/11 ?? ??? ????? ??? ??? ???????? ?? ?? ?? ?????? ????? ??????? ??? ?? ????,M
What are the best hollywood farewell songs?,???? ??? ?? ?????? ??????? ?? ?????? ???? ???? ???? ??? ?? ???? ???? ????,M
Can landlord downgrade appliances?,??? ????? ???? ????? ??? ?? ?????? ?? ???? ??? ?? ??????? ?? ?? ???? ???,M
How can I find job in Japan?,????? ??? ??? ???? ??????? ?? ??? ?????? ??????? ?? ???? ????? ??? ???,M
"How can you turn $2,000 into $10,000?",?? ???? ???? ?? ?????? ?? ??? ?? ??? ?????? ???? ?? ??? ????? ????,M
What are the advantages of wearing a watch's face on the inside side of your wrist?,???? ?? ??????? ????? ?? ????? ?? ????? ????? ??? ????? ???? ????,M
What will happen to social sites if advertisers realize that they have found a better way and abandon this?,??? ??????? ???? ???? ????? ???? ??? ?? ?? ???? ????? ?? ????? ?? ???? ???? ???? ???,M
Memorization: What is the best way to learn all the capitals in the world?,???? ?? ?????????? ??? ????? ?? ??? spaced repetition ????? ????? ???,M
How can I find the cheapest rent in New York City?,??? ???? ??? ?? ????? ???? ????????? ??????? ?? ??? ??? ?? ???? ????? ?????? ????,M
Why is it that every teen girl has a crush on her mathematics teacher? Is it the intelligence or their behavior?,??? ????? ?????? ?? ?????? ?? ??? ???? ???? ?????? ??? ????? ?? ???? ?? ??? ???? ???,M
What are some characteristics of involuntary muscle tissue?,??? ????? ????? ?? ?????? ??????? (????? ??? ???? ??????) ??? ?? ????,M
What are some of the worst careers for women?,??? ?? ???? ????? ????? ?? ????? ?? ???? ?? ?????? ?? ??? ???? ???? ???? ????,M
What is the best way to cook ham in a microwave?,?????????? ??? ??? ??? ???? ??? ??? ?????? ????? ?? ???? ????? ??? ???,M
Did Swami Vivekananda ever eat non-veg or egg during his journey around the world?,??? ????? ???????? ?? ???????? ??? ?? ?? ????? ??????? ?? ????? ?????? ???? ????,M
What are the best quotes/lessons of the Assassin's Creed series?,Assassinís Creed ????? ?? ?? ?? ?????? ???????? ?? ????? ??? ?? ????,M
How do I delete Whatsapp media from an iPhone?,??? ??? ??? ???? ??? ????? ????? ???? ???? ?? ??? ???? ????? ??? ???,M
How can you tell if someone loves you?,???? ?? ??????? ?????? ?? ????? ?????? ??????? ??? ????? ???? ????,M
Which is the best brand for air-conditioners and why?,???? ??????? ?????? ??? ????? ?? ?????? ??? ??? ?? ????? ????? ?? ???? ????,M
What is Reliance Industries' total employee strength?,??????? ???????? ?? ??????? ?? ????? ?? ???? ?????? ??? ????,M
Why do you want to be to president?,??? ???? ?? ????? ?? ????? ?? ?? ?????? ???? ??? ???,M
What routes are United's 787 Dreamliners flying?,???????? ????????? ?? 787 ????????? ?????? ?? ??? ???????? ???? ?? ???? ????,M
What are the best gifts to give a girlfriend in India?,????? ??? ??? ????? ?? ??? ???? ????? ?? ????? ????? ??? ?? ???? ????,M
What is your review of Birla Institute of Management Technology?,BIMTECH ?? ?????? ????? ??? ??????? ?? ???? ??? ??? ???? ??? ???,M
Could we shrink things by reducing the 'empty space' in subatomic particles?,???? ??? ??? ?? ì???î ?? ?? ?? ?? ????? ?????? ?? ???? ?????? ??? ?? ???? ???,M
"What is your review of Srinagar, Jammu & Kashmir, India?",??? ??? ??? ????? ?? ??? ?????? ???? ??? ?????? ??? ?? ????,M
"Sex life: as a couple in your 30's, how often do you have sex?",??? ?? ????? ??? ????? ?? ???? ???? ?? ????????? ??? ????? ???? ???,M
How forgetful are you?,?????? ?? ???? ????? ?? ??? ?????? ??? ??? ?? ???? ????? ??????? ??? ?? ???? ???,M
What are the best books to learn algorithms and data structures? Are there any good blogs/posts on these? Which books explain these concepts in a simpler way?,?????????/???? ???????? ?? ??? ?????? ???? ??? ??? ???? ???? ??? ?? ????? ??? ???? ???,M
Ancient Hindus sailed from India to Indonesia. Why didn't they sail further to discover Australia? Why didn't Dutch discover Australia from Indonesia?,???? ???? ?????? ?? ?????? ???????? ?? ?????? ????? ?? ???? ?????,M
Do I exist?,??? ???? ???? ?? ???? ?? ??? ??? ???? ???? ???? ???,M
Which is the best bakery in mangalore?,?????? ??? ????? ????? ?? ????? ?? ?? ????? ????? ??? ?? ???,M
"If I jump rope for five minutes, how many calories will I use?",???? ??? ???? ????? ?? ?????? ???? ??????? ??? ???? ????,M
What is the difference between Shia and Shiite?,"""????"" ??? ""?????"" ??? ???? ?? ?????? ???? ??? ???",M
How do I know if I'm blocked on WhatsApp?,???? ??? ?? ???? ???? ?? ????? ?????? ??????? ??? ?? ????,M
What are some bad habits we all have?,?? ??? ??? ?????? ??? ?? ??? ?? ?? ???? ??? ?? ??? ???? ????,M
How do I unblock myself on viber?,????? ??? ??? ?? ??? ???? ???? ???? ?? ?? ??? ????? ???? ?? ???? ???,M
Is there any free app to check your grammar in writing?,??? ?????? ??? ???? ???? ????? ???? ??? ?? ????,M
What is the gross salary if IDA mentioned is 16400?,??? IDA 16400 ?? ?? ?????? ?????? ?????? ?? ????? ??? ?????,M
Is there any background check for CA number of attempts?,CA ?????? ??? ?????? ?? ????? ?? ????????? ??? ???? ???? ????,M
What are the problems/solutions for organizing a concert?,????? ??????? ???? ??? ??? ????? ??? ?? ?? ???? ?? ??? ???? ????,M
What is the lifestyle of an UPSC aspirant?,??? UPSC ?? ????? ???? ????? ?? ?????? ????? ????? ?? ?????? ?? ???? ???? ?? ?? ???? ?????? ???,M
What is the DHP vaccine for dogs for? Is it necessary?,"???? ?? ??? DHP ?????? ?? ???????? ?? ????? ??? ??? ??? ?? ?????? ???? ????? ????? ???? ???",M
What is it like doing a PhD in a top university in Bangladesh?,????? ??? ?? ????? ????????? ??? ?? ??? ?? ???? ?? ?????? ????? ???? ????? ???? ???,M
"Drinking milk just before sleep, is good or bad if you want to reduce weight?",??? ?? ???? ??? ???? ?? ???? ???? ???? ???? ?? ?? ??????? ???? ???? ???,M
What are some ways to lose weight fast?,"??? ??? ??? ?? ????? ????? ??? ?? ???? ???? ???? ???? ????? ?? ??????",M
Where I can buy the best Household items online in India?,????? ??? ?????? ???? ?? ???? ???? ?? ??? ????? ???? ???? ??? ?? ????,M
What is your saddest moment?,?? ?? ????? ?? ?? ????? ???? ??? ?? ??? ?? ?? ??? ??? ???,M
I've read that movies like the Wizard of Oz and Alice in Wonderland are being used to program our brain. How do we get out?,??? ????? ???? ??? ????? ??? ?? ?? ?? ???? ?? ??? ??? ????? ?? ???? ????? ??? ?? ???? ????,M
"In India, what are the differences between ordinance, bill, law and act?","????? ??? ???????? ??? ??? ???? ??? ?????? ??? ??? ?? ???? ?? ?????? ??? ??? ???",M
Is Ayurveda a science?,??? ??????? ?? ?????? ????? ?? ????? ?? ?? ?? ??? ?? ????? ??? ???? ???,M
What are the best tools to create an interactive video?,????????? ????? ????? ?? ??? ??? ?? ???? ?? ?? ???? ??? ??? ???? ????,M
How can I stop giving a fuck about anything?,??? ????? ????? ?? ??? ?? ???? ?? ??? ???? ???? (boundaries) ???? ???????,M
"What are some good resources for learning C, C++, and C#?","C? C++ ??? C# ?????? ?? ??? ??? ???? ??? ??? ??? ?????? ???? ??? ????",M
Are there good MBA programs for digital marketing in Western Europe?,?????? ???? ??? ?????? ???????? ?? ???? ????? ???? ????? MBA ??????? ??? ?? ????,M
How do foreigners view your country?,??? ???? ?? ?? ??? ?? ???? ??? ???? ??? ??? ?? ?????? ??? ???? ???? ????,M
"For BITSAT & IIT JEE Mains 'theory', is NCERT sufficient?",BITSAT ??? JEE ??? ?? ???? ??? ?? ??? ??? ??? NCERT ???? ?? ?? ????? ?????? ??? ????? ????,M
How do you polish a wax sculpture?,??? ?? ????? ?? ??? ???? ?? ??? ??? ?? ??? ???? ????? ????? ????? ???? ???,M
Why is rhinovirus harmful? How can it be treated?,????? ????? ???? ???? ???? ?? ??? ?????? ???? ??? ?? ??? ?? ??? ???? ???,M
What if plants could feel pain?,??? ????? ??? ??? ?? ??????? ??? ?? ????? ????? ??? ?????? ??? ???? ??????,M
How do I solve (0.05246) ^(1/8) - 2.6055 by log?,????? ((0.05246)^{1/8}-2.6055) ?? ??? ?? ??? ?? ?? ???? ?? ?????? ????? ??? ?????,M
What are the best hill stations in North India?,????? ????? ??? ??? ?? ??? ?????? ????? ???? ?? ??? ????? ????? ???? ???? ????,M
What is the best way to compliment a girl about her looks?,????? ???? ??? ????? ??? ?? ????? ??? ?? ????? ????? ?????? ????? ???? ????,M
What are the top paid IT jobs?,??? ?? ??? ?? ??? ?? ?? ????? ?????? ?? ???? ??? ???? ???,M
How does body temperature rise when you have the flu?,??? ?? ????? ???? ???? ????? ??ó??????? ?????? ?? ??????? ?? ????,M
Why do lawyers have a preference to settle out of court instead of going to court?,"???? ????? ?? ???? ??????? ???? ????? ???? ???ó???? ???? ?? ?????",M
How do modern touchscreens work?,???? ?? ??????? ??? ??????? ????????? ??? ?? ???? ????? ???? ???,M
What is the chemical formula for sodium hydrogen sulfide? How is it determined?,????? ????????? ??????? ?? ??????? ???? ??? ??? ???? ?? ??? ?? ?? ????? ??? ???,M
What are they saying during the Israeli satellite launch?,???????? ??????? ???? ?? ????? ?????? ?????? ??? ??? ?? ??? ??? ???? ???? ???,M
How do I make friends as a teenager?,?????? ??? ???? ???? ????? ?? ??? ????? ?? ???? ?? ???????? ??? ???? ???? ???? ???,M
I have got band 6.0 in IELTS which colleges I will get there in Canada for MS in computer science?,IELTS 6.0 ?? ???? ?????? ??? ??? ??? ??????? ????? ?? ??? ?? ??????????? ?? ???? ???? ???? ????,M
Development Practice: Have you ever worked on a successful environment project in rural Latin America? What made it successful?,???? ?????? ?????? ??? ?????? ???????? ??????? ?? ??????? ?? ?? ????? ?? ????? ?? ???? ???,M
I am an Indian and want to marry a Pakistani girl. What should I do?,?????ñ??????? ???? ??? ???? ?? ??? ?????? ??? ???? ????? ??? ???? ????,M
Can an auto immune disease cause insomnia?,??? ??? ????? ???????? ??? ?? ????? ??? ??? ????? ????? ???? ???,M
What's the best adult toy for my Kegel muscles?,???? ????? ?? ?????? ?? ??? ??? ?? ?????? ???? ??? ????? ????? ????? ???? ???,M
What do girls talk about boys?,?????? ?????? ??? ????? ?? ???? ??? ?????? ?? ????? ?? ????? ???? ????,M
What is it like to study math at UCLA?,?? ?? ??? ?? ??? ????? ????? ?? ???? ??? ??? ?????? ????? ???? ???,M
Is it necessary to unlock bootloader before rooting Android phones?,??? ????????? ??? ????? ?? ???? ??? ???? ?? ??? ???? ????? ??? ???,M
What are some adjectives to describe flowers?,?????? ?? ????? ?? ??? ??? ?? ????? ????? ??? ??????? ???? ????,M
"Which is correct: ""my sister and I"" or ""me and my sister""?",??????? ??? ìmy sister and Iî ??? ìme and my sisterî ?? ???? ??????? ?? ?? ??? ???,M
Why I cannot use netsend commands?,??? ???? ????? ????? ??? ????? ?? ??? ??? ??? ?? ???? ??ó???? ??? ?? ???? ????,M
Was Michael Jackson bigger than Elvis?,??????? ??? ????? ?? ???? ?? ?????? ????? ?????? ?? ????? ?????? ???? ????? ???? ????,M
"SPOILER ALERT!!! In movie, ""The Departed"" why did Mark Wahlberg (Dignam) kill Matt Damon in the end?",??? The Departed ?? ?????? ?? ???? ?? ????? ?? ????? ??? ?????? ??? ??? ????? ???? ???,M
