Source,Reused-human,Final-annnotation
What are the best off-Broadway musicals?,بہترین آف‑براڈوے میوزیکل کون سے ہیں؟,M
"Why do people not question ""news"" posts and opinions posted on social media websites?",لوگ سوشل میڈیا پر شائع ہونے والی “خبریں” اور آراء پر سوال کیوں نہیں اٹھاتے؟,M
Will there be a stock market crash in 2015?,کیا 2015 میں اسٹاک مارکیٹ کا بحران آئے گا؟,M
Would you live in a tiny house?,کیا آپ ایک چھوٹے گھر میں رہیں گے؟,M
I can't talk to people while staring at their eyes despite having no problems with confidence. What can I do to stop being over-conscious of this?,"مجھے خوداعتمادی کا مسئلہ نہیں ہے، مگر آنکھوں میں دیکھ کر لوگوں سے بات نہیں کر پاتا۔ اس کے بارے میں حد سے زیادہ شعور (over-consciousness) ختم کرنے کے لیے کیا کر سکتا ہوں؟",M
What is functional programming?,فنکشنل پروگرامنگ کیا ہے؟,M
What is the meaning of Hindi/Urdu word 'hairat'?,ہندی/اردو لفظ ’حیرت‘ کا کیا مطلب ہے؟,M
What motivates you to go to work?,آپ کو کام پر جانے کی ترغیب کیا دیتی ہے؟,M
How can I lose fat in 10 days?,میں 10 دن میں چربی کیسے کم کروں؟,M
How do I know if my green texts are blocked?,کیسے جانوں کہ میری گرین ٹیکسٹ میسجز بلاک ہیں؟,M
What's the easiest way to prove the Heisenberg uncertainty principle?,ہائزن برگ انسرٹینٹی پرنسپل کو ثابت کرنے کا آسان ترین طریقہ کیا ہے؟,M
Are there easy ways to enhance my WiFi signal?,کیا وائی فائی سگنل بہتر بنانے کے آسان طریقے ہیں؟,M
How are BI dashboards used for retail?,بیزی (BI) ڈیش بورڈز ریٹیل میں کیسے استعمال ہوتے ہیں؟,M
How hard is it to get a short book published if you're not in it for the money or fame but rather for the self-satisfaction and completion of a goal?,"اگر آپ پیسے یا شہرت کے لیے نہیں بلکہ ذاتی تسکین اور کسی مقصد کی تکمیل کے لیے ایک مختصر کتاب شائع کرنا چاہتے ہیں، تو وہ کتنا مشکل ہے؟",M
"What is the office culture and woking at Patanjali office, haridwar?",حَرِدوار میں پَتنجلی آفس کی آفس کلچر اور وہاں کام کرنا کیسا ہے؟,M
What is the difference between offshore and onshore?,آف شور اور آن شور میں کیا فرق ہے؟,M
If blonde hair and blue eyes are recessive then why it became common in europe?,اگر سنہرے بال اور نیلی آنکھیں مغلوب (recessive) ہیں تو وہ یورپ میں عام کیوں ہو گئیں؟,M
What are the benefits of eating on banana leaves?,کیلے کے پتّوں پر کھانے کے کیا فائدے ہیں؟,M
Why did Locke try to kill or kidnap Bran Stark at Craster's keep?,لاک نے Craster کے قلعے پر برن اسٹارک کو قتل کرنے یا اغوا کرنے کی کوشش کیوں کی؟,M
Is it bad to like someone?,کسی کو پسند کرنا برا ہے؟,M
What would Melisandre do if Jon became king?,اگر جون بادشاہ بن جائے تو میلی سَندرے کیا کرے گی؟,M
Which would be the first best toy for a baby?,بچے کے لیے پہلی بہترین کھلونا کون سا ہونا چاہیے؟,M
What is the molecular weight of benzene?,بینی زین کا مالیکیولر وزن کیا ہے؟,M
"As a prospective ECE or mechanical engineer, I know that I must take HL Math and Physics, but should my third HL subject be, chemistry, CS or Econ?","ایک ممکنہ ECE یا مکینیکل انجینئر کے طور پر، مجھے HL Math اور Physics لینا لازمی ہیں، مگر میرا تیسرا HL سبجیکٹ کیا ہونا چاہیے: کیمسٹری، کمپیوٹر سائنس یا اکنامکس؟",M
What are reasons behind Pakistan's hate for India?,پاکستان کا بھارت کے لیے نفرت کرنے کی وجوہات کیا ہیں؟,M
Is it possible to get into a neuroscience graduate program with a GRE of 316?,کیا GRE 316 کے ساتھ نیوروسائنس گریجویٹ پروگرام میں داخلہ ممکن ہے؟,M
How did the Babylonians develop their measurements?,بابل کے لوگوں نے اپنے پیمانوں کو کیسے وضع کیا؟,M
How much dendi solo mmr?,ڈنڈی کی سولو MMR کتنی ہے؟,M
What are the best programming languages to learn today?,آج کون سی پروگرامنگ زبانیں سیکھنا بہترین ہیں؟,M
What's the best way to learn Meteor?,Meteor سیکھنے کا بہترین طریقہ کیا ہے؟,M
What is the concept of negative liberty?,منفی آزادی (negative liberty) کا تصور کیا ہے؟,M
How are hamsters and gerbils able to live together?,ہیمسٹرز اور جَربلز اکٹھے کیسے رہ سکتے ہیں؟,M
Walking 24miles a day 125miles a week Mon to Fri for a month bad? Could I do any damage,"ایک مہینے کے لیے روزانہ 24 میل چلنا، ہفتے میں 125 میل پیر سے جمعہ — کیا یہ نقصان دہ ہے؟ کیا مجھے کوئی نقصان ہو سکتا ہے؟",M
How many neutrons in potassium?,پوٹاشیم میں کتنے نیوٹرون ہوتے ہیں؟,M
What is the strongest Kevlar cord?,سب سے مضبوط کیولر کارڈ کون سا ہے؟,M
"When an Uber customer asks to cross a toll bridge, who pays the toll? Is it charged to the customer?","جب ایک اوبر صارف ٹول برج عبور کرنا چاہے، کون ٹول ادا کرتا ہے؟ کیا اسے صارف کو چارج کیا جاتا ہے؟",M
At what age does it become inappropriate to have your child accompany you in an opposite gender restroom?,کس عمر کے بعد یہ مناسب نہیں رہتا کہ آپ کا بچہ آپ کے ساتھ مخالف جنس کے بیت الخلاء جائے؟,M
"If God is all perfect and He created everything, then why are we so imperfect?",اگر خدا کامل ہے اور اس نے سب کچھ پیدا کیا تو ہم اتنے نقائص والے کیوں ہیں؟,M
How do I deal with wedding night?,میں شادی کی رات سے کیسے نمٹوں؟,M
What can I do to attain the title of miss fresher in freshers party in college?,کالج کی فریشر پارٹی میں مس فریشر کا لقب حاصل کرنے کے لیے کیا کیا جا سکتا ہے؟,M
How do you stop negative self-talk?,منفی خود گفتگو (negative self-talk) کو کیسے رویا جائے؟,M
What are the best ways to lose weight?,وزن کم کرنے کے بہترین طریقے کون سے ہیں؟,M
What are some examples of recursion in the real world?,حقیقی دنیا میں ریکرژن کی کچھ مثالیں کیا ہیں؟,M
What are some mind-blowing technology tools that most people don't know about?,ایسی کون سی حیرت انگیز ٹیکنالوجی ٹولز ہیں جن کے بارے میں زیادہ تر لوگ نہیں جانتے؟,M
Is Edupristine a good institute for SAP Learning?,کیا ایڈوپرِسٹین SAP سیکھنے کے لیے ایک اچھا ادارہ ہے؟,M
How do movie scripts differ from video game scripts?,فلم کے اسکرپٹس ویڈیو گیم اسکرپٹس سے کس طرح مختلف ہوتے ہیں؟,M
Are The White Walkers intelligent?,کیا وائٹ واکرز ذہین ہیں؟,M
"I'm a developer and I created a product. It's time to sell it, but I don't have any sales skills. How can I convince people to buy my product?",میں ایک ڈویلپر ہوں اور میں نے ایک پروڈکٹ بنائی ہے۔ اب اسے بیچنے کا وقت ہے لیکن میرے پاس سیلز اسکلز نہیں ہیں۔ میں لوگوں کو اپنی پروڈکٹ خریدنے پر کیسے قائل کروں؟,M
What is a good DLNA enabled player for Mac?,میک کے لیے کون سا DLNA فعال پلیئر اچھا ہے؟,M
What is the unroot of -1?,-1 کا ان روٹ کیا ہے؟,M
"What is the proper, canonical spelling of Middle-earth in Tolkien's works?",ٹولکین کی تصانیف میں Middle-earth کا صحیح اور مستند ہجے کیا ہے؟,M
How is Slack different from Skype chat? What would my team gain from switching over?,سلیک اسکائپ چیٹ سے کس طرح مختلف ہے؟ میری ٹیم اس پر منتقل ہو کر کیا فائدہ اٹھا سکتی ہے؟,M
What if Jon Snow inherited the Targaryens' look not the Starks'? Ned would be forced to admit he was lying about Jon being his bastard; how would this change the plot for the whole RR story?,اگر جون سنو نے ٹارگرینز کا روپ اپنایا ہوتا نہ کہ اسٹارکس کا... تو کہانی کیسے بدلتی؟,M
How do I get over someone I loved now that we broke up last year and I still miss her?,"جسے میں پیار کرتا تھا، اس سے پچھلے سال بریک اپ ہوا اور اب بھی یاد آتی ہے، میں اس سے کیسے آگے بڑھوں؟",M
What was it like when you came to know that you've been accepted to a top university?,جب آپ کو پتا چلا کہ آپ کو کسی اعلیٰ یونیورسٹی میں داخلہ ملا ہے تو کیسا لگا؟,M
"If an online retailer refuses a refund on the grounds that it's past their refund period, is your card company legally obliged to obtain it for you?",اگر آن لائن ریٹیلر ریفنڈ دینے سے انکار کرے تو کیا آپ کی کارڈ کمپنی قانونی طور پر اسے دلانے کی پابند ہے؟,M
What are the signs of a gifted 13 year old?,13 سالہ باصلاحیت بچے کی نشانیاں کیا ہیں؟,M
What is a rimjob?,رم جاب کیا ہے؟,M
How effective is ECT for Borderline PD?,بارڈر لائن پرسنالٹی ڈس آرڈر کے لیے ECT کتنا مؤثر ہے؟,M
At around what age should I get a signature at the latest?,زیادہ سے زیادہ کس عمر تک مجھے دستخط کر لینے چاہئیں؟,M
I am an international student and I am going to Harvard for the summer. How likely is it that my F1 visa will be rejected?,میں ایک انٹرنیشنل اسٹوڈنٹ ہوں اور ہارورڈ جا رہا ہوں۔ میرے F1 ویزا کے مسترد ہونے کے کتنے امکانات ہیں؟,M
"Who is affected more by a breakup, the boy or the girl?","بریک اپ سے زیادہ متاثر کون ہوتا ہے، لڑکا یا لڑکی؟",M
Why are Golden Retriever dogs with blue eyes so special?,نیلی آنکھوں والے گولڈن ریٹریور کتّے اتنے خاص کیوں ہوتے ہیں؟,M
"Is it rude to call people at dinner time?  If so, what time is dinner time?",کیا رات کے کھانے کے وقت کال کرنا بدتمیزی ہے؟ اگر ہاں تو کھانے کا وقت کیا ہوتا ہے؟,M
